time,open,high,low,close,tick_volume,spread,real_volume
2023-04-14 02:45:00,2017.23,2018.22,2017.06,2017.86,381,3,0
2023-04-14 03:00:00,2017.81,2018.91,2017.71,2018.79,409,0,0
2023-04-14 03:15:00,2018.82,2020.76,2018.26,2019.81,633,0,0
2023-04-14 03:30:00,2019.78,2021.13,2019.57,2020.36,600,0,0
2023-04-14 03:45:00,2020.36,2020.78,2018.04,2018.22,704,0,0
2023-04-14 04:00:00,2018.22,2019.24,2017.55,2019.14,430,2,0
2023-04-14 04:15:00,2019.14,2020.41,2017.85,2019.13,828,0,0
2023-04-14 04:30:00,2019.13,2019.41,2017.77,2018.27,627,0,0
2023-04-14 04:45:00,2018.19,2018.79,2017.07,2017.21,1052,0,0
2023-04-14 05:00:00,2017.23,2017.87,2014.76,2014.8,982,0,0
2023-04-14 05:15:00,2014.77,2016.16,2013.54,2015.09,1081,0,0
2023-04-14 05:30:00,2014.92,2016.45,2014.82,2015.66,929,0,0
2023-04-14 05:45:00,2015.65,2016.61,2014.98,2015.87,984,0,0
2023-04-14 06:00:00,2015.87,2016.08,2013.19,2013.69,906,0,0
2023-04-14 06:15:00,2013.71,2013.83,2011.68,2012.37,906,0,0
2023-04-14 06:30:00,2012.4,2013.58,2012.38,2013.1,588,0,0
2023-04-14 06:45:00,2013.07,2013.67,2010.25,2011.73,900,0,0
2023-04-14 07:00:00,2011.73,2011.73,2009.92,2010.69,736,0,0
2023-04-14 07:15:00,2010.69,2011.14,2009.88,2010.61,735,0,0
2023-04-14 07:30:00,2010.61,2011.62,2008.96,2009.08,715,0,0
2023-04-14 07:45:00,2009.03,2010.45,2008.59,2010.24,728,0,0
2023-04-14 08:00:00,2010.24,2011.14,2009.57,2009.65,629,0,0
2023-04-14 08:15:00,2009.66,2011.58,2008.99,2011.16,835,0,0
2023-04-14 08:30:00,2011.16,2011.64,2010.65,2010.88,633,0,0
2023-04-14 08:45:00,2010.8,2011.56,2009.3,2010.93,779,0,0
2023-04-14 09:00:00,2010.93,2011.03,2007.28,2008.14,750,0,0
2023-04-14 09:15:00,2008.14,2009.67,2007.48,2009.11,581,0,0
2023-04-14 09:30:00,2009.11,2009.86,2008.5,2008.86,639,0,0
2023-04-14 09:45:00,2008.95,2008.95,2007.83,2008.66,662,0,0
2023-04-14 10:00:00,2008.69,2010.01,2008.67,2009.96,522,0,0
2023-04-14 10:15:00,2009.99,2010.32,2007.82,2008.18,833,0,0
2023-04-14 10:30:00,2008.16,2008.26,2007.36,2007.76,809,1,0
2023-04-14 10:45:00,2007.7,2008.46,2007.5,2008.12,924,0,0
2023-04-14 11:00:00,2008.02,2008.98,2006.27,2007.15,1204,0,0
2023-04-14 11:15:00,2007.15,2028.25,2007.15,2022.32,3002,0,0
2023-04-14 11:30:00,2022.64,2024.85,2019.77,2022.25,2495,0,0
2023-04-14 11:45:00,2022.51,2023.86,2016.36,2020.89,2458,0,0
2023-04-14 12:00:00,2020.92,2021.63,2017.64,2018.08,1987,0,0
2023-04-14 12:15:00,2018.07,2019.2,2006.25,2008.68,2613,0,0
2023-04-14 12:30:00,2008.68,2009.0,2001.44,2007.71,2820,0,0
2023-04-14 12:45:00,2007.75,2010.84,2004.78,2010.27,2378,0,0
2023-04-14 13:00:00,2010.22,2013.14,2010.22,2010.61,1952,0,0
2023-04-14 13:15:00,2010.69,2011.97,2003.17,2007.12,2323,0,0
2023-04-14 13:30:00,2007.11,2009.44,2005.95,2006.98,2028,0,0
2023-04-14 13:45:00,2006.98,2009.1,2006.22,2007.01,1835,0,0
2023-04-14 14:00:00,2007.0,2009.47,2005.96,2008.68,1499,0,0
2023-04-14 14:15:00,2008.68,2008.83,2005.63,2006.59,1455,0,0
2023-04-14 14:30:00,2006.59,2008.1,2005.74,2005.83,1368,1,0
2023-04-14 14:45:00,2005.77,2008.47,2005.24,2008.16,1277,0,0
2023-04-14 15:00:00,2008.17,2009.34,2007.55,2008.62,1157,0,0
2023-04-14 15:15:00,2008.7,2008.86,2006.72,2007.36,1188,0,0
2023-04-14 15:30:00,2007.34,2008.86,2006.8,2007.88,1194,0,0
2023-04-14 15:45:00,2007.88,2009.22,2006.39,2007.84,1284,0,0
2023-04-14 16:00:00,2007.82,2010.26,2007.69,2010.07,1111,0,0
2023-04-14 16:15:00,2009.98,2011.04,2009.41,2010.82,1072,0,0
2023-04-14 16:30:00,2010.81,2012.58,2010.8,2011.5,988,0,0
2023-04-14 16:45:00,2011.53,2014.87,2011.27,2014.56,1567,0,0
2023-04-14 17:00:00,2014.72,2016.94,2013.64,2014.05,1313,0,0
2023-04-14 17:15:00,2014.05,2016.51,2014.05,2016.25,1243,0,0
2023-04-14 17:30:00,2016.25,2016.84,2014.23,2015.76,1128,0,0
2023-04-14 17:45:00,2015.78,2018.04,2015.77,2016.73,861,0,0
2023-04-14 18:00:00,2016.76,2018.12,2016.47,2016.74,929,0,0
2023-04-14 18:15:00,2016.74,2017.2,2014.8,2015.06,927,0,0
